ts_code,name,market,industry_ids,overlay_total,overlay_known,overlay_optionality,overlay_unknown,overlay_inactive,overlay_na,realtime_dps,industry_l0_known,effective_dps,spec_total,spec_coverage_pct,realtime_by_source,overlay_known_dp_ids,overlay_opt_dp_ids,realtime_dp_ids,industry_l0_dp_ids
00005.HK,汇丰控股,HK,FINANCIAL_HIGH_DIVIDEND,59,1,5,51,2,0,32,0,38,250,15.20,"{""derive:l10_val_expansion_compression"": 1, ""derive:bootstrap_l11_subscore"": 11, ""derive:l11_long_score"": 1, ""derive:l11_mid_score"": 1, ""derive:l11_mode"": 1, ""derive:l11_short_score"": 1, ""derive:l11_trade_signal"": 1, ""futu:snapshot"": 3, ""derive:l6_path_second_derivative"": 1, ""derive:l6_path_tag"": 1, ""derive:l6_sens_cashflow"": 1, ""derive:l6_sens_growth_margin"": 1, ""derive:l6_sens_rates"": 1, ""derive:l6_sens_risk_narrative"": 1, ""derive:l7_env_risk_appetite"": 1, ""futu"": 1, ""derive:l7_mood_fomo"": 1, ""derive:l8_industry_demand_supply"": 1, ""derive:l8_industry_price_war"": 1, ""derive:l8_val_priced_in"": 1}",company,L2.newbiz.commercialization;L2.newbiz.revenue_contrib;L2.newbiz.tam;L2.newbiz.uncertainty;L2.newbiz.valuation_contrib,L10.val.expansion_compression;L11.long.business_model;L11.long.compete_moat;L11.long.industry_space;L11.long.margin;L11.long.score;L11.mid.eps_upward;L11.mid.margin_guidance;L11.mid.orders_revenue;L11.mid.score;L11.mode;L11.short.event_impact;L11.short.flow_boost;L11.short.score;L11.short.sentiment_shift;L11.short.technical;L11.trade.signal;L6.mult.pb;L6.mult.pe;L6.path.second_derivative;L6.path.tag;L6.sens.cashflow;L6.sens.growth_margin;L6.sens.rates;L6.sens.risk_narrative;L7.env.risk_appetite;L7.market.l2_quote;L7.mood.fomo;L7.trade.volume_turnover;L8.industry.demand_supply;L8.industry.price_war;L8.val.priced_in,
000063.SZ,中兴通讯,A,AI_COMPUTE,59,1,5,51,2,0,99,0,105,250,42.00,"{""tushare:stock_company"": 1, ""derive:l10_val_expansion_compression"": 1, ""derived:pe_pb_history"": 1, ""derive:bootstrap_l11_subscore"": 11, ""derive:l11_long_score"": 1, ""derive:l11_mid_score"": 1, ""derive:l11_mode"": 1, ""derive:l11_short_score"": 1, ""derive:l11_trade_signal"": 1, ""tushare:cashflow+income.derived"": 1, ""tushare:income.derived"": 5, ""tushare:balancesheet+income.derived"": 2, ""tushare:balancesheet"": 4, ""tushare:balancesheet.derived"": 1, ""tushare:cashflow"": 5, ""tushare:fina_indicator"": 16, ""tushare:income"": 5, ""tushare:report_rc"": 1, ""tushare:daily_basic+cashflow"": 1, ""tushare:daily_basic"": 4, ""derive:l6_path_second_derivative"": 1, ""derive:l6_path_tag"": 1, ""derived:turnover_history"": 1, ""derived:price_history"": 1, ""derive:l6_sens_cashflow"": 1, ""derive:l6_sens_growth_margin"": 1, ""derive:l6_sens_rates"": 1, ""derive:l6_sens_risk_narrative"": 1, ""tushare:daily_basic.history"": 1, ""derive:l7_env_risk_appetite"": 1, ""tushare:moneyflow"": 1, ""derive:l7_mood_fomo"": 1, ""akshare:stock_hot_rank_em+keyword"": 1, ""akshare:stock_hot_keyword_em"": 1, ""tushare:margin_detail"": 1, ""tushare:cashflow+income+balancesheet.derived"": 1, ""tushare:balancesheet+fina_indicator.derived"": 2, ""tushare:stk_holdertrade|alias→L8.gov.insider_sell"": 1, ""tushare:stk_managers|alias→L8.gov.management_change"": 1, ""tushare:stk_managers"": 2, ""derive:l8_industry_demand_supply"": 1, ""derive:l8_industry_price_war"": 1, ""derived:from_quantile"": 1, ""derive:l8_val_priced_in"": 1, ""tushare:dividend"": 1, ""tushare:forecast"": 1, ""tushare:irm_qa_sz"": 1, ""tushare:stk_holdertrade"": 3, ""akshare:stock_individual_notice_report"": 1, ""akshare:em_news"": 1, ""akshare:xq_hot"": 1}",company,L2.newbiz.commercialization;L2.newbiz.revenue_contrib;L2.newbiz.tam;L2.newbiz.uncertainty;L2.newbiz.valuation_contrib,L1.company.main_business;L10.val.expansion_compression;L10.val.historical_quantile;L11.long.business_model;L11.long.compete_moat;L11.long.industry_space;L11.long.margin;L11.long.score;L11.mid.eps_upward;L11.mid.margin_guidance;L11.mid.orders_revenue;L11.mid.score;L11.mode;L11.short.event_impact;L11.short.flow_boost;L11.short.score;L11.short.sentiment_shift;L11.short.technical;L11.trade.signal;L4.cost.labor;L4.cost.raw_material;L4.eff.cycle;L4.eff.turnover;L5.bs.ar_ap;L5.bs.cash_debt;L5.bs.goodwill_ppe;L5.bs.inventory;L5.bs.leverage;L5.cf.buyback_dividend;L5.cf.capex;L5.cf.fcf;L5.cf.icf_fcf;L5.cf.ocf;L5.fina.asset_turnover;L5.fina.bps;L5.fina.cfps;L5.fina.debt_ratio;L5.fina.eps;L5.fina.gross_margin;L5.fina.net_margin;L5.fina.net_profit_yoy;L5.fina.ocf_quality;L5.fina.profit_yoy_q;L5.fina.revenue_yoy;L5.fina.revenue_yoy_q;L5.fina.roa;L5.fina.roe;L5.fina.total_revenue_yoy;L5.fina.working_capital;L5.is.eps;L5.is.gross_margin;L5.is.gross_profit;L5.is.margins;L5.is.net_profit;L5.is.operating_profit;L5.is.revenue;L5.is.revenue_growth;L5.is.sga_rd;L5.surprise.sell_side;L6.mult.mcap_fcf;L6.mult.pb;L6.mult.pe;L6.mult.ps;L6.path.second_derivative;L6.path.tag;L6.priced.crowdedness;L6.priced.run_up;L6.sens.cashflow;L6.sens.growth_margin;L6.sens.rates;L6.sens.risk_narrative;L6.state.historical_percentile;L7.env.risk_appetite;L7.flow.active_inflow;L7.mood.fomo;L7.mood.media_social;L7.mood.theme;L7.trade.margin_short;L7.trade.volume_turnover;L8.fin.cash_ar;L8.fin.debt_pressure;L8.gov.insider_sell;L8.gov.management_change;L8.gov.management_table;L8.industry.demand_supply;L8.industry.price_war;L8.op.inventory_glut;L8.val.overvalued;L8.val.priced_in;L9.company.buyback_dividend;L9.company.earnings_guidance;L9.company.mgmt_litigation;L9.disclosure.qa_recent;L9.event.holder_trade_signal;L9.event.intraday_announcement;L9.event.intraday_news;L9.event.major_holder_decrease;L9.event.major_holder_increase;L9.media.social_buzz,
00027.HK,银河娱乐,HK,DOMESTIC_CONSUMPTION,59,1,5,51,2,0,32,0,38,250,15.20,"{""derive:l10_val_expansion_compression"": 1, ""derive:bootstrap_l11_subscore"": 11, ""derive:l11_long_score"": 1, ""derive:l11_mid_score"": 1, ""derive:l11_mode"": 1, ""derive:l11_short_score"": 1, ""derive:l11_trade_signal"": 1, ""futu:snapshot"": 3, ""derive:l6_path_second_derivative"": 1, ""derive:l6_path_tag"": 1, ""derive:l6_sens_cashflow"": 1, ""derive:l6_sens_growth_margin"": 1, ""derive:l6_sens_rates"": 1, ""derive:l6_sens_risk_narrative"": 1, ""derive:l7_env_risk_appetite"": 1, ""futu"": 1, ""derive:l7_mood_fomo"": 1, ""derive:l8_industry_demand_supply"": 1, ""derive:l8_industry_price_war"": 1, ""derive:l8_val_priced_in"": 1}",company,L2.newbiz.commercialization;L2.newbiz.revenue_contrib;L2.newbiz.tam;L2.newbiz.uncertainty;L2.newbiz.valuation_contrib,L10.val.expansion_compression;L11.long.business_model;L11.long.compete_moat;L11.long.industry_space;L11.long.margin;L11.long.score;L11.mid.eps_upward;L11.mid.margin_guidance;L11.mid.orders_revenue;L11.mid.score;L11.mode;L11.short.event_impact;L11.short.flow_boost;L11.short.score;L11.short.sentiment_shift;L11.short.technical;L11.trade.signal;L6.mult.pb;L6.mult.pe;L6.path.second_derivative;L6.path.tag;L6.sens.cashflow;L6.sens.growth_margin;L6.sens.rates;L6.sens.risk_narrative;L7.env.risk_appetite;L7.market.l2_quote;L7.mood.fomo;L7.trade.volume_turnover;L8.industry.demand_supply;L8.industry.price_war;L8.val.priced_in,
000333.SZ,美的集团,A,EXPORT_MFG,59,1,5,51,2,0,96,0,102,250,40.80,"{""derive:l10_val_expansion_compression"": 1, ""derived:pe_pb_history"": 1, ""derive:bootstrap_l11_subscore"": 11, ""derive:l11_long_score"": 1, ""derive:l11_mid_score"": 1, ""derive:l11_mode"": 1, ""derive:l11_short_score"": 1, ""derive:l11_trade_signal"": 1, ""tushare:cashflow+income.derived"": 1, ""tushare:income.derived"": 5, ""tushare:balancesheet+income.derived"": 2, ""tushare:balancesheet"": 4, ""tushare:balancesheet.derived"": 1, ""tushare:cashflow"": 5, ""tushare:fina_indicator"": 16, ""tushare:income"": 5, ""tushare:report_rc"": 1, ""tushare:daily_basic+cashflow"": 1, ""tushare:daily_basic"": 4, ""derive:l6_path_second_derivative"": 1, ""derive:l6_path_tag"": 1, ""derived:turnover_history"": 1, ""derived:price_history"": 1, ""derive:l6_sens_cashflow"": 1, ""derive:l6_sens_growth_margin"": 1, ""derive:l6_sens_rates"": 1, ""derive:l6_sens_risk_narrative"": 1, ""tushare:daily_basic.history"": 1, ""derive:l7_env_risk_appetite"": 1, ""tushare:moneyflow"": 1, ""derive:l7_mood_fomo"": 1, ""akshare:stock_hot_rank_em+keyword"": 1, ""akshare:stock_hot_keyword_em"": 1, ""tushare:margin_detail"": 1, ""tushare:cashflow+income+balancesheet.derived"": 1, ""tushare:balancesheet+fina_indicator.derived"": 2, ""tushare:stk_holdertrade|alias→L8.gov.insider_sell"": 1, ""tushare:stk_managers|alias→L8.gov.management_change"": 1, ""derive:l8_industry_demand_supply"": 1, ""derive:l8_industry_price_war"": 1, ""derived:from_quantile"": 1, ""derive:l8_val_priced_in"": 1, ""tushare:dividend"": 1, ""tushare:forecast"": 1, ""tushare:stk_managers"": 1, ""tushare:stk_holdertrade"": 3, ""akshare:stock_individual_notice_report"": 1, ""akshare:em_news"": 1, ""akshare:xq_hot"": 1}",company,L2.newbiz.commercialization;L2.newbiz.revenue_contrib;L2.newbiz.tam;L2.newbiz.uncertainty;L2.newbiz.valuation_contrib,L10.val.expansion_compression;L10.val.historical_quantile;L11.long.business_model;L11.long.compete_moat;L11.long.industry_space;L11.long.margin;L11.long.score;L11.mid.eps_upward;L11.mid.margin_guidance;L11.mid.orders_revenue;L11.mid.score;L11.mode;L11.short.event_impact;L11.short.flow_boost;L11.short.score;L11.short.sentiment_shift;L11.short.technical;L11.trade.signal;L4.cost.labor;L4.cost.raw_material;L4.eff.cycle;L4.eff.turnover;L5.bs.ar_ap;L5.bs.cash_debt;L5.bs.goodwill_ppe;L5.bs.inventory;L5.bs.leverage;L5.cf.buyback_dividend;L5.cf.capex;L5.cf.fcf;L5.cf.icf_fcf;L5.cf.ocf;L5.fina.asset_turnover;L5.fina.bps;L5.fina.cfps;L5.fina.debt_ratio;L5.fina.eps;L5.fina.gross_margin;L5.fina.net_margin;L5.fina.net_profit_yoy;L5.fina.ocf_quality;L5.fina.profit_yoy_q;L5.fina.revenue_yoy;L5.fina.revenue_yoy_q;L5.fina.roa;L5.fina.roe;L5.fina.total_revenue_yoy;L5.fina.working_capital;L5.is.eps;L5.is.gross_margin;L5.is.gross_profit;L5.is.margins;L5.is.net_profit;L5.is.operating_profit;L5.is.revenue;L5.is.revenue_growth;L5.is.sga_rd;L5.surprise.sell_side;L6.mult.mcap_fcf;L6.mult.pb;L6.mult.pe;L6.mult.ps;L6.path.second_derivative;L6.path.tag;L6.priced.crowdedness;L6.priced.run_up;L6.sens.cashflow;L6.sens.growth_margin;L6.sens.rates;L6.sens.risk_narrative;L6.state.historical_percentile;L7.env.risk_appetite;L7.flow.active_inflow;L7.mood.fomo;L7.mood.media_social;L7.mood.theme;L7.trade.margin_short;L7.trade.volume_turnover;L8.fin.cash_ar;L8.fin.debt_pressure;L8.gov.insider_sell;L8.gov.management_change;L8.industry.demand_supply;L8.industry.price_war;L8.op.inventory_glut;L8.val.overvalued;L8.val.priced_in;L9.company.buyback_dividend;L9.company.earnings_guidance;L9.company.mgmt_litigation;L9.event.holder_trade_signal;L9.event.intraday_announcement;L9.event.intraday_news;L9.event.major_holder_decrease;L9.event.major_holder_increase;L9.media.social_buzz,
000400.SZ,许继电气,A,STORAGE_GRID,59,1,5,51,2,0,96,0,102,250,40.80,"{""derive:l10_val_expansion_compression"": 1, ""derived:pe_pb_history"": 1, ""derive:bootstrap_l11_subscore"": 11, ""derive:l11_long_score"": 1, ""derive:l11_mid_score"": 1, ""derive:l11_mode"": 1, ""derive:l11_short_score"": 1, ""derive:l11_trade_signal"": 1, ""tushare:cashflow+income.derived"": 1, ""tushare:income.derived"": 5, ""tushare:balancesheet+income.derived"": 2, ""tushare:balancesheet"": 4, ""tushare:balancesheet.derived"": 1, ""tushare:cashflow"": 5, ""tushare:fina_indicator"": 16, ""tushare:income"": 5, ""tushare:report_rc"": 1, ""tushare:daily_basic+cashflow"": 1, ""tushare:daily_basic"": 4, ""derive:l6_path_second_derivative"": 1, ""derive:l6_path_tag"": 1, ""derived:turnover_history"": 1, ""derived:price_history"": 1, ""derive:l6_sens_cashflow"": 1, ""derive:l6_sens_growth_margin"": 1, ""derive:l6_sens_rates"": 1, ""derive:l6_sens_risk_narrative"": 1, ""tushare:daily_basic.history"": 1, ""derive:l7_env_risk_appetite"": 1, ""tushare:moneyflow"": 1, ""derive:l7_mood_fomo"": 1, ""akshare:stock_hot_rank_em+keyword"": 1, ""akshare:stock_hot_keyword_em"": 1, ""tushare:margin_detail"": 1, ""tushare:cashflow+income+balancesheet.derived"": 1, ""tushare:balancesheet+fina_indicator.derived"": 2, ""tushare:stk_holdertrade|alias→L8.gov.insider_sell"": 1, ""tushare:stk_managers|alias→L8.gov.management_change"": 1, ""derive:l8_industry_demand_supply"": 1, ""derive:l8_industry_price_war"": 1, ""derived:from_quantile"": 1, ""derive:l8_val_priced_in"": 1, ""tushare:dividend"": 1, ""tushare:forecast"": 1, ""tushare:stk_managers"": 1, ""tushare:stk_holdertrade"": 3, ""akshare:stock_individual_notice_report"": 1, ""akshare:em_news"": 1, ""akshare:xq_hot"": 1}",company,L2.newbiz.commercialization;L2.newbiz.revenue_contrib;L2.newbiz.tam;L2.newbiz.uncertainty;L2.newbiz.valuation_contrib,L10.val.expansion_compression;L10.val.historical_quantile;L11.long.business_model;L11.long.compete_moat;L11.long.industry_space;L11.long.margin;L11.long.score;L11.mid.eps_upward;L11.mid.margin_guidance;L11.mid.orders_revenue;L11.mid.score;L11.mode;L11.short.event_impact;L11.short.flow_boost;L11.short.score;L11.short.sentiment_shift;L11.short.technical;L11.trade.signal;L4.cost.labor;L4.cost.raw_material;L4.eff.cycle;L4.eff.turnover;L5.bs.ar_ap;L5.bs.cash_debt;L5.bs.goodwill_ppe;L5.bs.inventory;L5.bs.leverage;L5.cf.buyback_dividend;L5.cf.capex;L5.cf.fcf;L5.cf.icf_fcf;L5.cf.ocf;L5.fina.asset_turnover;L5.fina.bps;L5.fina.cfps;L5.fina.debt_ratio;L5.fina.eps;L5.fina.gross_margin;L5.fina.net_margin;L5.fina.net_profit_yoy;L5.fina.ocf_quality;L5.fina.profit_yoy_q;L5.fina.revenue_yoy;L5.fina.revenue_yoy_q;L5.fina.roa;L5.fina.roe;L5.fina.total_revenue_yoy;L5.fina.working_capital;L5.is.eps;L5.is.gross_margin;L5.is.gross_profit;L5.is.margins;L5.is.net_profit;L5.is.operating_profit;L5.is.revenue;L5.is.revenue_growth;L5.is.sga_rd;L5.surprise.sell_side;L6.mult.mcap_fcf;L6.mult.pb;L6.mult.pe;L6.mult.ps;L6.path.second_derivative;L6.path.tag;L6.priced.crowdedness;L6.priced.run_up;L6.sens.cashflow;L6.sens.growth_margin;L6.sens.rates;L6.sens.risk_narrative;L6.state.historical_percentile;L7.env.risk_appetite;L7.flow.active_inflow;L7.mood.fomo;L7.mood.media_social;L7.mood.theme;L7.trade.margin_short;L7.trade.volume_turnover;L8.fin.cash_ar;L8.fin.debt_pressure;L8.gov.insider_sell;L8.gov.management_change;L8.industry.demand_supply;L8.industry.price_war;L8.op.inventory_glut;L8.val.overvalued;L8.val.priced_in;L9.company.buyback_dividend;L9.company.earnings_guidance;L9.company.mgmt_litigation;L9.event.holder_trade_signal;L9.event.intraday_announcement;L9.event.intraday_news;L9.event.major_holder_decrease;L9.event.major_holder_increase;L9.media.social_buzz,
000425.SZ,徐工机械,A,EXPORT_MFG,59,1,5,51,2,0,95,0,101,250,40.40,"{""derive:l10_val_expansion_compression"": 1, ""derived:pe_pb_history"": 1, ""derive:bootstrap_l11_subscore"": 11, ""derive:l11_long_score"": 1, ""derive:l11_mid_score"": 1, ""derive:l11_mode"": 1, ""derive:l11_short_score"": 1, ""derive:l11_trade_signal"": 1, ""tushare:cashflow+income.derived"": 1, ""tushare:income.derived"": 5, ""tushare:balancesheet+income.derived"": 2, ""tushare:balancesheet"": 3, ""tushare:balancesheet.derived"": 1, ""tushare:cashflow"": 5, ""tushare:fina_indicator"": 16, ""tushare:income"": 5, ""tushare:report_rc"": 1, ""tushare:daily_basic+cashflow"": 1, ""tushare:daily_basic"": 4, ""derive:l6_path_second_derivative"": 1, ""derive:l6_path_tag"": 1, ""derived:turnover_history"": 1, ""derived:price_history"": 1, ""derive:l6_sens_cashflow"": 1, ""derive:l6_sens_growth_margin"": 1, ""derive:l6_sens_rates"": 1, ""derive:l6_sens_risk_narrative"": 1, ""tushare:daily_basic.history"": 1, ""derive:l7_env_risk_appetite"": 1, ""tushare:moneyflow"": 1, ""derive:l7_mood_fomo"": 1, ""akshare:stock_hot_rank_em+keyword"": 1, ""akshare:stock_hot_keyword_em"": 1, ""tushare:margin_detail"": 1, ""tushare:cashflow+income+balancesheet.derived"": 1, ""tushare:balancesheet+fina_indicator.derived"": 2, ""tushare:stk_holdertrade|alias→L8.gov.insider_sell"": 1, ""tushare:stk_managers|alias→L8.gov.management_change"": 1, ""derive:l8_industry_demand_supply"": 1, ""derive:l8_industry_price_war"": 1, ""derived:from_quantile"": 1, ""derive:l8_val_priced_in"": 1, ""tushare:dividend"": 1, ""tushare:forecast"": 1, ""tushare:stk_managers"": 1, ""tushare:stk_holdertrade"": 3, ""akshare:stock_individual_notice_report"": 1, ""akshare:em_news"": 1, ""akshare:xq_hot"": 1}",company,L2.newbiz.commercialization;L2.newbiz.revenue_contrib;L2.newbiz.tam;L2.newbiz.uncertainty;L2.newbiz.valuation_contrib,L10.val.expansion_compression;L10.val.historical_quantile;L11.long.business_model;L11.long.compete_moat;L11.long.industry_space;L11.long.margin;L11.long.score;L11.mid.eps_upward;L11.mid.margin_guidance;L11.mid.orders_revenue;L11.mid.score;L11.mode;L11.short.event_impact;L11.short.flow_boost;L11.short.score;L11.short.sentiment_shift;L11.short.technical;L11.trade.signal;L4.cost.labor;L4.cost.raw_material;L4.eff.cycle;L4.eff.turnover;L5.bs.ar_ap;L5.bs.cash_debt;L5.bs.inventory;L5.bs.leverage;L5.cf.buyback_dividend;L5.cf.capex;L5.cf.fcf;L5.cf.icf_fcf;L5.cf.ocf;L5.fina.asset_turnover;L5.fina.bps;L5.fina.cfps;L5.fina.debt_ratio;L5.fina.eps;L5.fina.gross_margin;L5.fina.net_margin;L5.fina.net_profit_yoy;L5.fina.ocf_quality;L5.fina.profit_yoy_q;L5.fina.revenue_yoy;L5.fina.revenue_yoy_q;L5.fina.roa;L5.fina.roe;L5.fina.total_revenue_yoy;L5.fina.working_capital;L5.is.eps;L5.is.gross_margin;L5.is.gross_profit;L5.is.margins;L5.is.net_profit;L5.is.operating_profit;L5.is.revenue;L5.is.revenue_growth;L5.is.sga_rd;L5.surprise.sell_side;L6.mult.mcap_fcf;L6.mult.pb;L6.mult.pe;L6.mult.ps;L6.path.second_derivative;L6.path.tag;L6.priced.crowdedness;L6.priced.run_up;L6.sens.cashflow;L6.sens.growth_margin;L6.sens.rates;L6.sens.risk_narrative;L6.state.historical_percentile;L7.env.risk_appetite;L7.flow.active_inflow;L7.mood.fomo;L7.mood.media_social;L7.mood.theme;L7.trade.margin_short;L7.trade.volume_turnover;L8.fin.cash_ar;L8.fin.debt_pressure;L8.gov.insider_sell;L8.gov.management_change;L8.industry.demand_supply;L8.industry.price_war;L8.op.inventory_glut;L8.val.overvalued;L8.val.priced_in;L9.company.buyback_dividend;L9.company.earnings_guidance;L9.company.mgmt_litigation;L9.event.holder_trade_signal;L9.event.intraday_announcement;L9.event.intraday_news;L9.event.major_holder_decrease;L9.event.major_holder_increase;L9.media.social_buzz,
000651.SZ,格力电器,A,EXPORT_MFG,59,1,5,51,2,0,96,0,102,250,40.80,"{""derive:l10_val_expansion_compression"": 1, ""derived:pe_pb_history"": 1, ""derive:bootstrap_l11_subscore"": 11, ""derive:l11_long_score"": 1, ""derive:l11_mid_score"": 1, ""derive:l11_mode"": 1, ""derive:l11_short_score"": 1, ""derive:l11_trade_signal"": 1, ""tushare:cashflow+income.derived"": 1, ""tushare:income.derived"": 5, ""tushare:balancesheet+income.derived"": 2, ""tushare:balancesheet"": 4, ""tushare:balancesheet.derived"": 1, ""tushare:cashflow"": 5, ""tushare:fina_indicator"": 16, ""tushare:income"": 5, ""tushare:report_rc"": 1, ""tushare:daily_basic+cashflow"": 1, ""tushare:daily_basic"": 4, ""derive:l6_path_second_derivative"": 1, ""derive:l6_path_tag"": 1, ""derived:turnover_history"": 1, ""derived:price_history"": 1, ""derive:l6_sens_cashflow"": 1, ""derive:l6_sens_growth_margin"": 1, ""derive:l6_sens_rates"": 1, ""derive:l6_sens_risk_narrative"": 1, ""tushare:daily_basic.history"": 1, ""derive:l7_env_risk_appetite"": 1, ""tushare:moneyflow"": 1, ""derive:l7_mood_fomo"": 1, ""akshare:stock_hot_rank_em+keyword"": 1, ""akshare:stock_hot_keyword_em"": 1, ""tushare:margin_detail"": 1, ""tushare:cashflow+income+balancesheet.derived"": 1, ""tushare:balancesheet+fina_indicator.derived"": 2, ""tushare:stk_holdertrade|alias→L8.gov.insider_sell"": 1, ""tushare:stk_managers|alias→L8.gov.management_change"": 1, ""derive:l8_industry_demand_supply"": 1, ""derive:l8_industry_price_war"": 1, ""derived:from_quantile"": 1, ""derive:l8_val_priced_in"": 1, ""tushare:dividend"": 1, ""tushare:forecast"": 1, ""tushare:stk_managers"": 1, ""tushare:stk_holdertrade"": 3, ""akshare:stock_individual_notice_report"": 1, ""akshare:em_news"": 1, ""akshare:xq_hot"": 1}",company,L2.newbiz.commercialization;L2.newbiz.revenue_contrib;L2.newbiz.tam;L2.newbiz.uncertainty;L2.newbiz.valuation_contrib,L10.val.expansion_compression;L10.val.historical_quantile;L11.long.business_model;L11.long.compete_moat;L11.long.industry_space;L11.long.margin;L11.long.score;L11.mid.eps_upward;L11.mid.margin_guidance;L11.mid.orders_revenue;L11.mid.score;L11.mode;L11.short.event_impact;L11.short.flow_boost;L11.short.score;L11.short.sentiment_shift;L11.short.technical;L11.trade.signal;L4.cost.labor;L4.cost.raw_material;L4.eff.cycle;L4.eff.turnover;L5.bs.ar_ap;L5.bs.cash_debt;L5.bs.goodwill_ppe;L5.bs.inventory;L5.bs.leverage;L5.cf.buyback_dividend;L5.cf.capex;L5.cf.fcf;L5.cf.icf_fcf;L5.cf.ocf;L5.fina.asset_turnover;L5.fina.bps;L5.fina.cfps;L5.fina.debt_ratio;L5.fina.eps;L5.fina.gross_margin;L5.fina.net_margin;L5.fina.net_profit_yoy;L5.fina.ocf_quality;L5.fina.profit_yoy_q;L5.fina.revenue_yoy;L5.fina.revenue_yoy_q;L5.fina.roa;L5.fina.roe;L5.fina.total_revenue_yoy;L5.fina.working_capital;L5.is.eps;L5.is.gross_margin;L5.is.gross_profit;L5.is.margins;L5.is.net_profit;L5.is.operating_profit;L5.is.revenue;L5.is.revenue_growth;L5.is.sga_rd;L5.surprise.sell_side;L6.mult.mcap_fcf;L6.mult.pb;L6.mult.pe;L6.mult.ps;L6.path.second_derivative;L6.path.tag;L6.priced.crowdedness;L6.priced.run_up;L6.sens.cashflow;L6.sens.growth_margin;L6.sens.rates;L6.sens.risk_narrative;L6.state.historical_percentile;L7.env.risk_appetite;L7.flow.active_inflow;L7.mood.fomo;L7.mood.media_social;L7.mood.theme;L7.trade.margin_short;L7.trade.volume_turnover;L8.fin.cash_ar;L8.fin.debt_pressure;L8.gov.insider_sell;L8.gov.management_change;L8.industry.demand_supply;L8.industry.price_war;L8.op.inventory_glut;L8.val.overvalued;L8.val.priced_in;L9.company.buyback_dividend;L9.company.earnings_guidance;L9.company.mgmt_litigation;L9.event.holder_trade_signal;L9.event.intraday_announcement;L9.event.intraday_news;L9.event.major_holder_decrease;L9.event.major_holder_increase;L9.media.social_buzz,
